Variety	TokenID	TextID	LineID	SpeakerID	Corpus	Genre	GenreCode	Register	Mode	WholeConstructionPlain	Verb	Particle	VerbPart	VerbForm	DirObjPlain	DirObjHeadPlain	Response	DirObjWordLength	DirObjLettLength	DirObjExprType	DirObjDefiniteness	DirObjGivenness	DirObjConcreteness	Semantics	DirObjThematicity	DirectionalPP	PrimeType	VerbFreq	PartFreq	VerbPartFreq	DeltaP.cueV	DeltaP.cueP	PMI	t.score	DICE	LogLikR	Surprisal.P	Surprisal.V	PartOnset	CValternation	CValternation2	CV.binary	JoinedDist	SplitDist	StressClash	Rhythm
SG	PART7412	SIN:W1B-008:2	SIN:W1B-008:2:11	SIN:W1B-008:2:11	ICE	Letters	f	writ.informal	written	sort things out	sort	out	sort out	sort	things	thing	Discontinuous	1	6	nc	indef	given	Nonconcrete	non-compositional	10.041841	no	none	25	4241	11	0.435769894	0.002579668	6.696955231	3.28465705	0.005157056	86.03567419	1.184424571	8.590757149	V	CV	CV.VC	other	0	0	yes	0
SG	PART7417	SIN:S2A-020:1	SIN:S2A-020:1:87	SIN:S2A-020:1:87:A	ICE	UnscriptMono	c	spok.informal	spoken	stepped the pace up	step	up	step up	stepped	the pace	pace	Discontinuous	2	7	nc	def	given	Nonconcrete	non-compositional	2.587322122	no	Discontinuous	73	2265	10	0.134731137	0.004351868	5.91837677	3.10999098	0.00855432	63.81178726	2.867896464	7.82336724	V	CV	CV.VC	other	0	1	yes	1
SG	PART7418	SIN:W2F-005:1	SIN:W2F-005:1:65	SIN:W2F-005:1:65	ICE	CreativeWrit	l	writ.informal	written	stuck the card back	stick	back	stick back	stuck	the card	card	Discontinuous	2	7	nc	def	new	Concrete	compositional	8.637236084	yes	none	54	882	1	0.017637471	0.00108074	4.392046222	0.952372	0.002136752	4.201865758	5.754887502	9.784634846	C	CC	CC	CC	0	1	yes	1
SG	PART7420	SIN:S2A-034:1	SIN:S2A-034:1:96	SIN:S2A-034:1:96:A	ICE	UnscriptMono	c	spok.informal	spoken	stick your legs out	stick	out	stick out	stick	your legs	leg	Discontinuous	2	8	nc	def	new	Nonconcrete	compositional	2.873563218	no	none	54	4241	7	0.125395401	0.001603354	4.933847222	2.559192155	0.003259604	35.23809063	2.94753258	9.242833846	V	CV	CV.VC	other	0	0	yes	0
SG	PART7422	SIN:W2F-014:1	SIN:W2F-014:1:64	SIN:W2F-014:1:64	ICE	CreativeWrit	l	writ.informal	written	stubbed the cigarette out	stub	out	stub out	stubbed	the cigarette	cigarette	Discontinuous	2	12	nc	def	given	Concrete	compositional	4.901960784	yes	Continuous	1	4241	1	0.995759996	0.000235793	7.881379802	0.995759	0.000471476	10.92614719	0	12.05018877	V	CV	CV.VC	other	0	1	yes	1
SG	PART7430	SIN:S2B-026:3	SIN:S2B-026:3:129	SIN:S2B-026:3:129:C	ICE	ScriptedMono	d	spok.formal	spoken	tore the tag off	tear	off	tear off	tore	the tag	tag	Discontinuous	2	6	nc	def	new	Concrete	compositional	1.73837462	no	none	23	559	1	0.042920248	0.001766896	6.28130214	0.987143	0.003436426	6.778204308	4.523561956	9.126704473	V	CV	CV.VC	other	0	1	yes	1
SG	PART7433	SIN:S1A-094:1	SIN:S1A-094:1:238	SIN:S1A-094:1:238:B	ICE	PrivateDia	a	spok.informal	spoken	thought registration over	think	over	think over	thought	registration	registration	Discontinuous	1	12	nc	indef	new	Nonconcrete	non-compositional	0.845308538	no	none	3390	948	3	-0.0000633	-0.000225657	-0.099281737	-0.1233913	0.001383126	-0.014600738	10.14210706	8.303780748	V	CV	CV.VC	other	0	2	yes	2
SG	PART7435	SIN:W2F-019:1	SIN:W2F-019:1:136	SIN:W2F-019:1:136	ICE	CreativeWrit	l	writ.informal	written	tilts her chin up	tilt	up	tilt up	tilts	her chin	chin	Discontinuous	2	7	nc	def	new	Concrete	compositional	1.927710843	no	Discontinuous	8	2265	1	0.122735982	0.000434485	5.786273234	0.98188	0.000879894	6.184211103	3	11.14529533	V	CV	CV.VC	other	0	0	yes	0
SG	PART7437	SIN:S2A-019:1	SIN:S2A-019:1:128	SIN:S2A-019:1:128:A	ICE	UnscriptMono	c	spok.informal	spoken	tug Fandi out	tug	out	tug out	tug	Fandi	Fandi	Discontinuous	1	5	np	def	given	Concrete	non-compositional	17.6744186	no	none	6	4241	1	0.162426641	0.000230772	5.296417301	0.974554	0.000470921	5.561902974	2.584962501	12.05018877	V	CV	CV.VC	other	0	0	yes	0
SG	PART7438	SIN:S1A-026:2	SIN:S1A-026:2:267	SIN:S1A-026:2:267:D	ICE	PrivateDia	a	spok.informal	spoken	use all of them up	use	up	use up	use	all of them	them	Discontinuous	3	9	nc	def	new	Concrete	non-compositional	2.908385846	no	none	1526	2265	10	0.004294634	0.00289557	1.532662082	2.069271172	0.005275653	8.207146345	7.253611152	7.82336724	V	CV	CV.VC	other	0	0	yes	0
SG	PART7440	SIN:W2B-008:1	SIN:W2B-008:1:88	SIN:W2B-008:1:88	ICE	PopularWrit	h	writ.formal	written	wearing her inner garments out	wear	out	wear out	wearing	her inner garments	garment	Discontinuous	3	16	nc	def	new	Concrete	non-compositional	0.970402717	no	none	132	4241	2	0.010911956	0.000341033	1.836985682	1.018366701	0.000914704	2.229159126	6.044394119	11.05018877	V	CV	CV.VC	other	1	1	no	0
SG	PART7444	SIN:W1B-006:2	SIN:W1B-006:2:53	SIN:W1B-006:2:53	ICE	Letters	f	writ.informal	written	write the address down	write	down	write down	write	the address	address	Discontinuous	2	10	nc	def	given	Nonconcrete	compositional	3.527336861	no	none	582	816	13	0.021533302	0.015361908	4.774707603	3.473834386	0.018597997	61.46401825	5.484435625	5.971985624	C	CC	CC	CC	0	1	yes	1
SG	PART7445	SIN:S2A-019:1	SIN:S2A-019:1:61	SIN:S2A-019:1:61:A	ICE	UnscriptMono	c	spok.informal	spoken	write a side off	write	off	write off	write	a side	side	Discontinuous	2	5	nc	indef	new	Concrete	non-compositional	0.930232558	no	none	582	559	3	0.004598315	0.004787402	3.204951254	1.544216826	0.005258545	8.004843729	7.599912842	7.541741972	V	CV	CV.VC	other	0	0	yes	0
CA	PART7447	CAN:w2c-011:7	CAN:w2c-011:7:96	CAN:w2c-011:7:96	ICE	Reportage	i	writ.informal	written	liven up your bedroom	liven	up	liven up	liven	your bedroom	bedroom	Continuous	2	11	nc	def	new	Nonconcrete	non-compositional	1.947419669	no	none	1	2461	1	0.997539998	0.000406339	8.666539627	0.997539	0.000812348	12.01478041	0	11.26502894	V	CV	CV.VC	other	1	1	no	0
CA	PART75	CAN:W1B-013:1	CAN:W1B-013:1:9	CAN:W1B-013:1:9	ICE	Letters	f	writ.informal	written	took out the old concrete retaining wall	take	out	take out	took	the old concrete retaining wall	wall	Continuous	5	27	nc	def	new	Concrete	compositional	1.940805434	yes	none	1798	5331	17	0.004131378	0.00139835	0.826663638	1.79836819	0.004769252	4.693438417	6.724714464	8.292727625	V	CV	CV.VC	other	0	1	yes	1
CA	PART753	CAN:S1B-070:2	CAN:S1B-070:2:152	CAN:S1B-070:2:152:A	ICE	PublicDia	b	spok.formal	spoken	put his foot back	put	back	put back	put	his foot	foot	Discontinuous	2	7	nc	def	given	Concrete	compositional	3.954132068	yes	Discontinuous	906	915	2	0.001293678	0.001280964	1.270573396	0.828029112	0.002196595	1.183775069	8.82336724	8.837627933	C	CC	CC	CC	0	0	yes	0
CA	PART754	CAN:S2B-031:1	CAN:S2B-031:1:38	CAN:S2B-031:1:38:A	ICE	ScriptedMono	d	spok.formal	spoken	put the family back	put	back	put back	put	the family	family	Discontinuous	2	9	nc	def	given	Nonconcrete	non-compositional	2.403846154	yes	none	906	915	2	0.001293678	0.001280964	1.270573396	0.828029112	0.002196595	1.183775069	8.82336724	8.837627933	C	CC	CC	CC	0	1	yes	1
CA	PART755	CAN:S2B-007:1	CAN:S2B-007:1:22	CAN:S2B-007:1:22:B	ICE	ScriptedMono	d	spok.formal	spoken	put the program back	put	back	put back	put	the program	program	Discontinuous	2	10	nc	def	given	Nonconcrete	non-compositional	2.90275762	yes	Discontinuous	906	915	2	0.001293678	0.001280964	1.270573396	0.828029112	0.002196595	1.183775069	8.82336724	8.837627933	C	CC	CC	CC	0	1	yes	1
PH	PART7561	PHI:W2B-005:1	PHI:W2B-005:25	PHI:W2B-005:25	ICE	PopularWrit	h	writ.formal	written	running up a bill of nearly p30 million	run	up	run up	running	a bill of nearly p30 million	bill	Continuous	6	23	nc	indef	new	Nonconcrete	non-compositional	0.872981231	no	Continuous	224	1715	4	0.01614576	0.002111984	3.380220786	1.80792	0.004125838	11.57867312	5.807354922	8.743992861	V	CV	CV.VC	other	1	1	no	0
PH	PART7562	PHI:S2B-004:1	PHI:S2B-004:34	PHI:S2B-004:34	ICE	ScriptedMono	d	spok.formal	spoken	put up a dummy cemetery for the President	put	up	put up	put	a dummy cemetery for the President	cemetery	Continuous	6	29	nc	indef	new	Concrete	non-compositional	1.699957501	no	none	537	1715	43	0.07840159	0.024578038	5.545062185	6.416994203	0.038188277	250.8229855	3.642513523	5.317728106	V	CV	CV.VC	other	0	0	yes	0
PH	PART7563	PHI:W2F-010:1	PHI:W2F-010:29	PHI:W2F-010:29	ICE	CreativeWrit	l	writ.informal	written	took out a generous portion for each mug	take	out	take out	took	a generous portion for each mug	portion	Continuous	6	26	nc	indef	new	Nonconcrete	compositional	1.528467711	no	Continuous	1618	1696	23	0.012539369	0.011963611	3.067214178	4.223641281	0.013880507	57.78445795	6.136433936	6.204358499	V	CV	CV.VC	other	0	0	yes	0
PH	PART7564	PHI:S2A-003:1	PHI:S2A-003:31	PHI:S2A-003:31	ICE	UnscriptMono	c	spok.informal	spoken	taken over a great portion of Roxas Boulevard	take	over	take over	taken	a great portion of Roxas Boulevard	portion	Continuous	6	29	nc	indef	new	Nonconcrete	non-compositional	1.510574018	no	none	1618	845	43	0.02577272	0.049311242	4.9750299	6.348940954	0.034916768	216.4716559	5.233731138	4.296542776	V	CV	CV.VC	other	1	1	no	0
PH	PART7565	PHI:W2E-005:2	PHI:W2E-005:41	PHI:W2E-005:41	ICE	PersuasiveWrit	k	writ.informal	written	turned down a plain and simple extortion demand	turn	down	turn down	turned	a plain and simple extortion demand	demand	Continuous	6	30	nc	indef	new	Nonconcrete	non-compositional	0.895255148	no	Continuous	237	571	6	0.024751322	0.010276749	5.470440886	2.394242726	0.014851485	33.97941396	5.303780748	6.572384435	C	CC	CC	CC	0	0	yes	0
PH	PART7566	PHI:W2D-002:1	PHI:W2D-002:58	PHI:W2D-002:58	ICE	InstructWrit	j	writ.formal	written	fill out a Scholarship / Financial Aid Questionnaire	fill	out	fill out	fill	a Scholarship / Financial Aid Questionnaire	questionnaire	Continuous	6	37	nc	indef	new	Nonconcrete	compositional	0.982800983	no	none	75	1696	6	0.078309873	0.003468619	5.559791925	2.39756056	0.006775833	34.99302938	3.64385619	8.142957954	V	CV	CV.VC	other	0	0	yes	0
PH	PART7567	PHI:S1B-004:1	PHI:S1B-004:93	PHI:S1B-004:93	ICE	PublicDia	b	spok.formal	spoken	put up a store bearing the same name	put	up	put up	put	a store bearing the same name	store	Continuous	6	24	nc	indef	new	Nonconcrete	non-compositional	0.863930886	no	none	537	1715	43	0.07840159	0.024578038	5.545062185	6.416994203	0.038188277	250.8229855	3.642513523	5.317728106	V	CV	CV.VC	other	0	0	yes	0
PH	PART7568	PHI:S2B-049:1	PHI:S2B-049:47	PHI:S2B-049:47	ICE	ScriptedMono	d	spok.formal	spoken	putting in an additional two hundred million pesos	put	in	put in	putting	an additional two hundred million pesos	peso	Continuous	6	34	nc	indef	new	Nonconcrete	non-compositional	4.517221909	yes	none	537	18384	41	0.057997238	0.001724911	2.054179213	4.861344376	0.004333809	56.42918545	3.711226273	8.808611078	V	CV	CV.VC	other	1	1	no	0
PH	PART7569	PHI:S2B-033:1	PHI:S2B-033:32	PHI:S2B-033:32	ICE	ScriptedMono	d	spok.formal	spoken	threw off any pretense of U S intentions	throw	off	throw off	threw	any pretense of U S intentions	pretense	Continuous	6	25	nc	indef	new	Nonconcrete	non-compositional	0.778210117	no	none	76	324	1	0.01283487	0.003011395	5.343791053	0.975376	0.005	5.472831684	6.247927513	8.339850003	V	VV	VV	other	0	0	yes	0
PH	PART7570	PHI:S2A-068:1	PHI:S2A-068:77	PHI:S2A-068:77	ICE	UnscriptMono	c	spok.informal	spoken	gave up any sovereign claims over the Spratlys	give	up	give up	gave	any sovereign claims over the Spratlys	claim	Continuous	6	33	nc	indef	new	Nonconcrete	non-compositional	4.18760469	no	none	1472	1715	30	0.018692951	0.016048234	3.570904348	5.016320694	0.018826483	94.51961273	5.61667136	5.837102265	V	CV	CV.VC	other	0	0	yes	0
PH	PART7571	PHI:S1B-013:1	PHI:S1B-013:10	PHI:S1B-013:10	ICE	PublicDia	b	spok.formal	spoken	took up chapter ten which is on family	take	up	take up	took	chapter ten which is on family	chapter	Continuous	6	25	np	def	given	Nonconcrete	non-compositional	5.555555556	no	none	1618	1715	76	0.045329914	0.04277022	4.775507329	8.399498468	0.04560456	363.2429109	4.412068379	4.496065348	V	CV	CV.VC	other	0	0	yes	0
PH	PART7572	PHI:W2B-012:1	PHI:W2B-012:27	PHI:W2B-012:27	ICE	PopularWrit	h	writ.formal	written	work out compromises that offer something to everyone	work	out	work out	work	compromises that offer something to everyone	compromises	Continuous	6	39	nc	indef	new	Nonconcrete	non-compositional	1.377884947	no	none	602	1696	24	0.038194102	0.013571961	4.554990939	4.690570366	0.020887728	106.7948994	4.648657176	6.142957954	V	CV	CV.VC	other	0	0	yes	0
PH	PART7573	PHI:W2D-015:3	PHI:W2D-015:178	PHI:W2D-015:178	ICE	InstructWrit	j	writ.formal	written	Renting out driftwoods and pots of blooming orchids	rent	out	rent out	Renting	driftwoods and pots of blooming orchids	pot	Continuous	6	34	nc	indef	new	Concrete	non-compositional	5.12382579	no	Continuous	11	1696	3	0.271034254	0.001760854	7.329178997	1.721279761	0.003514938	25.41835073	1.874469118	9.142957954	V	CV	CV.VC	other	1	1	no	-1
PH	PART7574	PHI:S1A-064:1	PHI:S1A-064:209	PHI:S1A-064:209	ICE	PrivateDia	a	spok.informal	spoken	taking up education are you gay or something	take	up	take up	taking	education are you gay or something	education	Continuous	6	29	nc	indef	given	Nonconcrete	non-compositional	1.822323462	no	Continuous	1618	1715	76	0.045329914	0.04277022	4.775507329	8.399498468	0.04560456	363.2429109	4.412068379	4.496065348	V	CV	CV.VC	other	1	3	no	2
PH	PART7575	PHI:W2C-020:2	PHI:W2C-020:31	PHI:W2C-020:31	ICE	Reportage	i	writ.informal	written	pull off forgeries of the President s signature	pull	off	pull off	pull	forgeries of the President s signature	forgery	Continuous	6	33	nc	indef	new	Nonconcrete	non-compositional	0.871080139	no	none	62	324	2	0.031936045	0.00611282	6.637522256	1.400009201	0.010362694	14.51935523	4.95419631	7.339850003	V	CV	CV.VC	other	0	0	yes	0
PH	PART7576	PHI:S1A-013:1	PHI:S1A-013:225	PHI:S1A-013:225	ICE	PrivateDia	a	spok.informal	spoken	took up my ano my my Accounting subjects	take	up	take up	took	my ano my my Accounting subjects	subject	Continuous	6	27	nc	def	given	Nonconcrete	non-compositional	3.558718861	no	none	1618	1715	76	0.045329914	0.04277022	4.775507329	8.399498468	0.04560456	363.2429109	4.412068379	4.496065348	V	CV	CV.VC	other	0	1	yes	1
PH	PART7577	PHI:W2B-013:3	PHI:W2B-013:100	PHI:W2B-013:100	ICE	PopularWrit	h	writ.formal	written	dig up old travel brochures on the Philippines	dig	up	dig up	dig	old travel brochures on the Philippines	brochure	Continuous	6	34	nc	indef	new	Concrete	non-compositional	1.670843776	no	none	11	1715	3	0.271015254	0.001741257	7.31310659	1.721159095	0.003476246	25.35175313	1.874469118	9.15903036	V	CV	CV.VC	other	0	0	yes	0
PH	PART7578	PHI:W2D-015:3	PHI:W2D-015:160	PHI:W2D-015:160	ICE	InstructWrit	j	writ.formal	written	rents out pots of blooming cattleyas and dendrobium	rent	out	rent out	rents	pots of blooming cattleyas and dendrobium	pot	Continuous	6	36	nc	indef	new	Concrete	non-compositional	5.12382579	no	none	11	1696	3	0.271034254	0.001760854	7.329178997	1.721279761	0.003514938	25.41835073	1.874469118	9.142957954	V	CV	CV.VC	other	0	0	yes	0
PH	PART7579	PHI:S2B-023:1	PHI:S2B-023:52	PHI:S2B-023:52	ICE	ScriptedMono	d	spok.formal	spoken	turn over power peacefully to his elected successor	turn	over	turn over	turn	power	power	Continuous	6	5	nc	indef	new	Nonconcrete	non-compositional	10.87866109	no	none	237	845	15	0.062460942	0.017529292	6.226908385	3.821275146	0.027726433	101.091331	3.981852653	5.815916936	V	CV	CV.VC	other	0	0	yes	0
CA	PART758	CAN:S1B-061:1	CAN:S1B-061:1:129	CAN:S1B-061:1:129:B	ICE	PublicDia	b	spok.formal	spoken	put my equipment away	put	away	put away	put	my equipment	equipment	Discontinuous	2	11	nc	def	new	Concrete	compositional	1.743679163	no	none	906	426	2	0.001783121	0.00379045	2.373491709	1.141301458	0.003003003	3.361637963	8.82336724	7.73470962	V	CV	CV.VC	other	1	1	no	-1
PH	PART7580	PHI:W2E-002:4	PHI:W2E-002:87	PHI:W2E-002:87	ICE	PersuasiveWrit	k	writ.informal	written	gets back the added costs through VAT collections	get	back	get back	gets	the added costs through VAT collections	Costas de Normandia	Continuous	6	34	nc	def	new	Nonconcrete	compositional	0.954653938	no	none	1925	873	30	0.01473979	0.032467605	4.157978591	5.170405091	0.021443888	117.6369397	6.003752135	4.862947248	C	CC	CC	CC	0	1	yes	1
PH	PART7581	PHI:S2B-035:1	PHI:S2B-035:24	PHI:S2B-035:24	ICE	ScriptedMono	d	spok.formal	spoken	backs up the anti-drug war in the country	back	up	back up	backs	the anti-drug war in the country	war	Continuous	6	26	nc	def	new	Nonconcrete	non-compositional	2.721088435	no	none	25	1715	5	0.198289957	0.002895418	6.865647613	2.216893695	0.005747126	38.74632683	2.321928095	8.422064766	V	CV	CV.VC	other	0	1	yes	1
PH	PART7582	PHI:W2B-030:1	PHI:W2B-030:91	PHI:W2B-030:91	ICE	PopularWrit	h	writ.formal	written	use up the available oxygen in the water	use	up	use up	use	the available oxygen in the water	oxygen	Continuous	6	28	nc	def	new	Concrete	non-compositional	1.745962462	no	none	1358	1715	8	0.004181695	0.003312404	1.780307944	2.005011885	0.005206638	8.444774103	7.407267764	7.743992861	V	CV	CV.VC	other	0	2	yes	2
PH	PART7583	PHI:W2A-009:1	PHI:W2A-009:89	PHI:W2A-009:89	ICE	AcademicWrit	g	writ.formal	written	cuts down the brilliance exuded by a candle	cut	down	cut down	cuts	the brilliance exuded by a candle	brilliance	Continuous	6	28	nc	def	new	Nonconcrete	non-compositional	0.81366965	no	none	144	571	6	0.041101585	0.010369802	6.189259133	2.415921935	0.016783217	39.95358569	4.584962501	6.572384435	C	CC	CC	CC	0	1	yes	1
PH	PART7584	PHI:S2B-043:2	PHI:S2B-043:126	PHI:S2B-043:126	ICE	ScriptedMono	d	spok.formal	spoken	take on the burdens of rebuilding this nation	take	on	take on	take	the burdens of rebuilding this nation	burden	Continuous	6	32	nc	def	new	Nonconcrete	non-compositional	1.471670346	no	none	1618	5867	22	0.007742561	0.002144368	1.212597019	2.66654272	0.005878424	12.09236018	6.200564274	8.058975658	V	CV	CV.VC	other	0	1	yes	1
PH	PART7585	PHI:S1B-042:1	PHI:S1B-042:21	PHI:S1B-042:21	ICE	PublicDia	b	spok.formal	spoken	brings up the cost to the national government	bring	up	bring up	brings	the cost to the national government	cost	Continuous	6	30	nc	def	given	Nonconcrete	compositional	4.184100418	no	none	608	1715	22	0.034490181	0.012240982	4.399079813	4.468107109	0.018941025	93.24051174	4.788495895	6.284561242	V	CV	CV.VC	other	0	1	yes	1
PH	PART7586	PHI:S2A-050:1	PHI:S2A-050:133	PHI:S2A-050:133	ICE	UnscriptMono	c	spok.informal	spoken	broke up the eight hundred or so children	break	up	break up	broke	the eight hundred or so children	children	Continuous	6	27	nc	def	given	Concrete	non-compositional	6.211180124	yes	none	228	1715	15	0.064089086	0.00853299	5.26157629	3.772022416	0.015440041	81.2768867	3.925999419	6.837102265	V	CV	CV.VC	other	0	1	yes	1
PH	PART7587	PHI:S2A-012:1	PHI:S2A-012:173	PHI:S2A-012:173	ICE	UnscriptMono	c	spok.informal	spoken	pick up the fourth and final semi-final slot	pick	up	pick up	pick	the fourth and final semi-final slot	slot	Continuous	6	30	nc	def	new	Nonconcrete	non-compositional	1.823985408	no	none	93	1715	54	0.578984007	0.031447813	8.403304399	7.326764708	0.059734513	563.1307199	0.784271309	4.989105359	V	CV	CV.VC	other	0	1	yes	1
PH	PART7588	PHI:S2A-042:1	PHI:S2A-042:70	PHI:S2A-042:70	ICE	UnscriptMono	c	spok.informal	spoken	speed up the growth of these anaerobic microorganisms	speed	up	speed up	speed	the growth of these anaerobic microorganisms	growth	Continuous	6	39	nc	def	new	Nonconcrete	non-compositional	0.956022945	no	none	17	1715	12	0.704179324	0.006992076	8.685075368	3.455685292	0.013856813	132.3441601	0.502500341	7.15903036	V	CV	CV.VC	other	0	1	yes	1
PH	PART7589	PHI:W2F-010:1	PHI:W2F-010:29	PHI:W2F-010:29	ICE	CreativeWrit	l	writ.informal	written	spooned out the last of the foraging ants	spoon	out	spoon out	spooned	the last of the foraging ants	last	Continuous	6	24	nc	def	given	Concrete	compositional	1.528467711	no	none	1	1696	1	0.998304998	0.000589623	9.203648115	0.998304	0.00117855	12.75955422	0	10.72792045	V	CV	CV.VC	other	0	1	yes	1
CA	PART759	CAN:S1B-061:1	CAN:S1B-061:1:177	CAN:S1B-061:1:177:B	ICE	PublicDia	b	spok.formal	spoken	putting the club away	put	away	put away	putting	the club	club	Discontinuous	2	7	nc	def	new	Nonconcrete	compositional	6.974716652	no	Discontinuous	906	426	2	0.001783121	0.00379045	2.373491709	1.141301458	0.003003003	3.361637963	8.82336724	7.73470962	V	CV	CV.VC	other	2	2	no	0
PH	PART7590	PHI:W2F-005:1	PHI:W2F-005:63	PHI:W2F-005:63	ICE	CreativeWrit	l	writ.informal	written	screaming out the name of her dead husband	scream	out	scream out	screaming	the name of her dead husband	name	Continuous	6	23	nc	def	new	Nonconcrete	compositional	1.877053027	no	none	17	1696	2	0.11595303	0.00116422	6.116185274	1.39382626	0.002335085	13.25599102	3.087462841	9.727920455	V	CV	CV.VC	other	1	2	no	1
PH	PART7591	PHI:S1B-047:1	PHI:S1B-047:54	PHI:S1B-047:54	ICE	PublicDia	b	spok.formal	spoken	bring back the normal color of the skin	bring	back	bring back	bring	the normal color of the skin	color	Continuous	6	23	nc	def	new	Nonconcrete	non-compositional	1.875293015	no	none	608	873	18	0.028749743	0.020028041	5.083728214	4.117533699	0.0243079	92.77705556	5.078002512	5.599912842	C	CC	CC	CC	0	1	yes	1
PH	PART7592	PHI:S2B-027:1	PHI:S2B-027:32	PHI:S2B-027:32	ICE	ScriptedMono	d	spok.formal	spoken	cut off the northern parts of the country	cut	off	cut off	cut	the northern parts of the country	part	Continuous	6	28	nc	def	new	Nonconcrete	non-compositional	3.649635036	no	Continuous	144	324	10	0.069130399	0.030730154	7.74372166	3.147523738	0.042735043	88.45781774	3.847996907	5.017921908	V	CV	CV.VC	other	0	1	yes	1
PH	PART7593	PHI:W2D-018:1	PHI:W2D-018:44	PHI:W2D-018:44	ICE	InstructWrit	j	writ.formal	written	Check out the other interesting and functional accessories	check	out	check out	Check	the other interesting and functional accessories	accessory	Continuous	6	43	nc	def	new	Nonconcrete	non-compositional	0.913659205	no	none	121	1696	11	0.089223887	0.006375662	5.744216496	3.254749838	0.01210787	67.06910002	3.459431619	7.268488836	V	CV	CV.VC	other	0	1	yes	1
PH	PART7594	PHI:S2A-016:1	PHI:S2A-016:13	PHI:S2A-016:13	ICE	UnscriptMono	c	spok.informal	spoken	sum up the performance of the Filipino athletes	sum	up	sum up	sum	the performance of the Filipino athletes	performance	Continuous	6	35	nc	def	new	Nonconcrete	non-compositional	4.606172271	no	none	7	1715	6	0.855433845	0.003497541	8.965183287	2.444588722	0.006968641	70.70287865	0.222392421	8.15903036	V	CV	CV.VC	other	0	2	yes	2
PH	PART7595	PHI:W1B-024:10	PHI:W1B-024:179	PHI:W1B-024:179	ICE	Letters	f	writ.informal	written	Fill up the Registration Form at the back	fill	up	fill up	Fill	the Registration Form at the back	Form	Continuous	6	28	nc	def	new	Concrete	compositional	0.992063492	no	none	75	1715	8	0.104959539	0.004597608	5.958757018	2.78295132	0.008938547	51.23638871	3.22881869	7.743992861	V	CV	CV.VC	other	0	3	yes	3
PH	PART7596	PHI:S2A-036:1	PHI:S2A-036:50	PHI:S2A-036:50	ICE	UnscriptMono	c	spok.informal	spoken	taken on the rights to decide on life	take	on	take on	taken	the rights to decide on life	right	Continuous	6	23	nc	def	given	Nonconcrete	non-compositional	4.725897921	no	none	1618	5867	22	0.007742561	0.002144368	1.212597019	2.66654272	0.005878424	12.09236018	6.200564274	8.058975658	V	CV	CV.VC	other	1	2	no	1
PH	PART7597	PHI:S2A-003:1	PHI:S2A-003:87	PHI:S2A-003:87	ICE	UnscriptMono	c	spok.informal	spoken	set up the Sarimanok News Network live coverage	set	up	set up	set	the Sarimanok News Network live coverage	coverage	Continuous	6	35	nc	def	new	Nonconcrete	non-compositional	0.755287009	no	none	282	1715	69	0.243034387	0.04001987	7.156548813	8.248401653	0.069103655	568.5240227	2.031026896	4.635468404	V	CV	CV.VC	other	0	1	yes	1
PH	PART7598	PHI:S2A-055:2	PHI:S2A-055:44	PHI:S2A-055:44	ICE	UnscriptMono	c	spok.informal	spoken	put in the the prawns then the squid	put	in	put in	put	the the prawns then the squid	prawn	Continuous	6	24	nc	def	new	Concrete	compositional	0.922509225	no	Continuous	537	18384	41	0.057997238	0.001724911	2.054179213	4.861344376	0.004333809	56.42918545	3.711226273	8.808611078	V	CV	CV.VC	other	0	2	yes	2
PH	PART7599	PHI:W2C-016:5	PHI:W2C-016:87	PHI:W2C-016:87	ICE	Reportage	i	writ.informal	written	pay off the World Bank and OECF loans	pay	off	pay off	pay	the World Bank and OECF loans	loan	Continuous	6	24	nc	def	new	Nonconcrete	non-compositional	3.700277521	no	none	313	324	11	0.034830672	0.033648519	6.761131338	3.286047922	0.034536892	82.06003977	4.830587228	4.880418384	V	VV	VV	other	0	1	yes	1
CA	PART76	CAN:S1A-011:1	CAN:S1A-011:1:27	CAN:S1A-011:1:27:A	ICE	PrivateDia	a	spok.informal	spoken	takes out this silver	take	out	take out	takes	this silver	silver	Continuous	2	10	nc	def	given	Concrete	compositional	2.514668902	no	none	1798	5331	17	0.004131378	0.00139835	0.826663638	1.79836819	0.004769252	4.693438417	6.724714464	8.292727625	V	CV	CV.VC	other	0	0	yes	0
CA	PART760	CAN:W2F-003:1	CAN:W2F-003:1:89	CAN:W2F-003:1:89	ICE	CreativeWrit	l	writ.informal	written	put the record away	put	away	put away	put	the record	record	Discontinuous	2	9	nc	def	given	Nonconcrete	compositional	1.883239171	no	Discontinuous	906	426	2	0.001783121	0.00379045	2.373491709	1.141301458	0.003003003	3.361637963	8.82336724	7.73470962	V	CV	CV.VC	other	1	1	no	0
PH	PART7600	PHI:S2B-013:1	PHI:S2B-013:75	PHI:S2B-013:75	ICE	ScriptedMono	d	spok.formal	spoken	pull out their mobile group in the province	pull	out	pull out	pull	their mobile group in the province	group	Continuous	6	29	nc	def	new	Nonconcrete	non-compositional	7.662835249	no	none	62	1696	15	0.24025438	0.00879726	7.1563424	3.845833217	0.017064846	123.0661851	2.047305715	6.821029859	V	CV	CV.VC	other	0	0	yes	0
