Variety	TokenID	TextID	LineID	SpeakerID	Corpus	Genre	GenreCode	Register	Mode	WholeConstructionPlain	Verb	Particle	VerbPart	VerbForm	DirObjPlain	DirObjHeadPlain	Response	DirObjWordLength	DirObjLettLength	DirObjExprType	DirObjDefiniteness	DirObjGivenness	DirObjConcreteness	Semantics	DirObjThematicity	DirectionalPP	PrimeType	VerbFreq	PartFreq	VerbPartFreq	DeltaP.cueV	DeltaP.cueP	PMI	t.score	DICE	LogLikR	Surprisal.P	Surprisal.V	PartOnset	CValternation	CValternation2	CV.binary	JoinedDist	SplitDist	StressClash	Rhythm
CA	PART1	CAN:W2E-010:1	CAN:W2E-010:1:28	CAN:W2E-010:1:28	ICE	PersuasiveWrit	k	writ.informal	written	turn over control	turn	over	turn over	turn	control	control	Continuous	1	7	nc	indef	new	Nonconcrete	non-compositional	1.950268162	yes	none	318	1131	7	0.020888221	0.005877861	4.282657322	2.509813365	0.009661836	28.45739728	5.505528033	7.336028292	V	CV	CV.VC	other	0	1	yes	1
CA	PART10	CAN:W2E-008:4	CAN:W2E-008:4:86	CAN:W2E-008:4:86	ICE	PersuasiveWrit	k	writ.informal	written	turn off lights	turn	off	turn off	turn	lights	light	Continuous	1	6	nc	indef	given	Nonconcrete	compositional	1.93986421	no	none	318	788	8	0.024376985	0.00984204	4.996633795	2.739832302	0.014466546	40.18270728	5.312882955	6.622051819	V	CV	CV.VC	other	0	0	yes	0
CA	PART100	CAN:S1A-073:2	CAN:S1A-073:2:152	CAN:S1A-073:2:152:A	ICE	PrivateDia	a	spok.informal	spoken	taking off my lapel pin	take	off	take off	taking	my lapel pin	pin	Continuous	3	10	nc	def	new	Concrete	compositional	0.887311446	no	none	1798	788	25	0.013139964	0.02995149	4.141195634	4.7166352	0.01933488	97.38228206	6.168321116	4.97819563	V	CV	CV.VC	other	1	1	no	0
IE	PART10000	IRE:S1B-080:1	IRE:S1B-080:27	IRE:S1B-080:27	ICE	PublicDia	b	spok.formal	spoken	open up the channel of communication	open	up	open up	open	the channel of communication	channel	Continuous	4	25	nc	def	new	Nonconcrete	non-compositional	0.900900901	no	none	204	2548	27	0.129831427	0.010419094	5.698881167	5.096118406	0.019622093	164.2314097	2.91753784	6.56026206	V	CV	CV.VC	other	1	2	no	1
IE	PART10001	IRE:S2A-035:1	IRE:S2A-035:37	IRE:S2A-035:2	ICE	UnscriptMono	c	spok.informal	spoken	takes over the control of those	take	over	take over	takes	the control of those	control	Continuous	4	17	nc	def	new	Nonconcrete	non-compositional	1.762114537	no	none	1718	1287	26	0.013870706	0.01850784	3.555697628	4.665393795	0.017304493	81.35761026	6.046074603	5.62935662	V	CV	CV.VC	other	0	2	yes	2
IE	PART10002	IRE:W2A-007:1	IRE:W2A-007:108	IRE:W2A-007:108	ICE	AcademicWrit	g	writ.formal	written	pointing out the dangers of pregnancy	point	out	point out	pointing	the dangers of pregnancy	danger	Continuous	4	21	nc	def	new	Nonconcrete	non-compositional	0.705965408	no	Continuous	157	2635	70	0.44329447	0.026478235	7.402643591	8.317154255	0.050143266	617.956563	1.165337732	5.23430423	V	CV	CV.VC	other	1	2	no	1
IE	PART10003	IRE:W2C-014:1	IRE:W2C-014:9	IRE:W2C-014:9	ICE	Reportage	i	writ.informal	written	summed up the feelings of townspeople	sum	up	sum up	summed	the feelings of townspeople	feeling	Continuous	4	24	nc	def	new	Nonconcrete	non-compositional	0.946073794	no	none	7	2548	6	0.854600839	0.002353786	8.394026586	2.442208226	0.004696673	65.94692438	0.222392421	8.730187062	V	CV	CV.VC	other	0	1	yes	1
IE	PART10004	IRE:S1B-012:1	IRE:S1B-012:2	IRE:S1B-012:2	ICE	PublicDia	b	spok.formal	spoken	sent in the four thousand bricks	send	in	send in	sent	the four thousand bricks	brick	Continuous	4	21	nc	def	given	Concrete	compositional	2.037697402	no	Discontinuous	231	19098	9	0.019867628	0.000244931	1.028610587	1.529454	0.000931243	3.751560546	4.68182404	11.05120894	V	CV	CV.VC	other	0	1	yes	1
IE	PART10005	IRE:W2B-032:1	IRE:W2B-032:9	IRE:W2B-032:9	ICE	PopularWrit	h	writ.formal	written	show the ISDN phones lines off	show	off	show off	show	the ISDN phones lines	line	Discontinuous	4	18	nc	def	new	Concrete	non-compositional	6.782945736	no	none	436	766	3	0.006117401	0.003483117	3.167146163	1.539229674	0.004991681	7.865391424	7.183221824	7.996238081	V	VV	VV	other	0	1	yes	1
IE	PART10006	IRE:S2A-040:1	IRE:S2A-040:2	IRE:S2A-040:2	ICE	UnscriptMono	c	spok.informal	spoken	take up the last two sessions	take	up	take up	take	the last two sessions	session	Continuous	4	18	nc	def	new	Nonconcrete	non-compositional	0.990589401	no	Continuous	1718	2548	44	0.023102867	0.01559017	3.329336305	5.973322052	0.020628223	125.3796093	5.287082703	5.855717944	V	CV	CV.VC	other	0	1	yes	1
IE	PART10007	IRE:S2A-057:1	IRE:S2A-057:2	IRE:S2A-057:2	ICE	UnscriptMono	c	spok.informal	spoken	Lift out the little salmon mousse	lift	out	lift out	Lift	the little salmon mousse	mousse	Continuous	4	21	nc	def	new	Concrete	compositional	6.714628297	no	Continuous	61	2635	1	0.013759282	0.000319348	2.637243985	0.839265	0.00074184	1.989365621	5.930737338	11.36358725	V	CV	CV.VC	other	0	1	yes	1
IE	PART10008	IRE:W2D-006:1	IRE:W2D-006:67	IRE:W2D-006:67	ICE	InstructWrit	j	writ.formal	written	set out the Minister s thinking	set	out	set out	set	the Minister s thinking	thinking	Continuous	4	20	nc	def	new	Nonconcrete	non-compositional	3.877847794	no	none	403	2635	75	0.183543186	0.028134132	6.142163985	8.53763581	0.049374589	507.359652	2.425817338	5.134768556	V	CV	CV.VC	other	0	1	yes	1
IE	PART10009	IRE:S2A-024:1	IRE:S2A-024:2	IRE:S2A-024:2	ICE	UnscriptMono	c	spok.informal	spoken	bring up the panel of fives	bring	up	bring up	bring	the panel of fives	panel	Continuous	4	15	nc	def	new	Nonconcrete	non-compositional	2.830188679	yes	Discontinuous	501	2548	15	0.02740585	0.005399729	3.554642809	3.54338007	0.009839292	46.9244613	5.061776198	7.408258967	V	CV	CV.VC	other	0	1	yes	1
IE	PART10010	IRE:S1A-050:1	IRE:S1A-050:199	IRE:S1A-050:199	ICE	PrivateDia	a	spok.informal	spoken	brought the </[> </{> poiti/n up	bring	up	bring up	brought	the poiti/n	point	Discontinuous	2	9	nc	def	new	Nonconcrete	non-compositional	0.91954023	yes	none	501	2548	15	0.02740585	0.005399729	3.554642809	3.54338007	0.009839292	46.9244613	5.061776198	7.408258967	V	CV	CV.VC	other	0	1	yes	1
IE	PART10011	IRE:S1B-059:1	IRE:S1B-059:10	IRE:S1B-059:10	ICE	PublicDia	b	spok.formal	spoken	threw out the public crying option	throw	out	throw out	threw	the public crying option	option	Continuous	4	21	nc	def	given	Nonconcrete	non-compositional	3.743565746	no	none	97	2635	10	0.100467529	0.003707837	5.289996575	3.081451424	0.007320644	54.89850042	3.277984747	8.041659152	V	VV	VV	other	0	1	yes	1
IE	PART10012	IRE:S1B-039:1	IRE:S1B-039:2	IRE:S1B-039:2	ICE	PublicDia	b	spok.formal	spoken	putting up the question of arms	put	up	put up	putting	the question of arms	question	Continuous	4	17	nc	def	new	Nonconcrete	non-compositional	9.095043201	no	Continuous	940	2548	26	0.025135202	0.009287747	3.440341779	4.629297836	0.014908257	77.61216944	5.176077228	6.614709844	V	CV	CV.VC	other	1	2	no	1
IE	PART10013	IRE:S2A-014:1	IRE:S2A-014:2	IRE:S2A-014:2	ICE	UnscriptMono	c	spok.informal	spoken	keeping out the rather cold wind	keep	out	keep out	keeping	the rather cold wind	wind	Continuous	4	17	nc	def	new	Nonconcrete	compositional	4.517221909	no	none	506	2635	2	0.001318236	0.000253682	0.584987748	0.47142102	0.00127348	0.289600779	7.982993575	10.36358725	V	CV	CV.VC	other	1	2	no	1
IE	PART10014	IRE:W2B-032:4	IRE:W2B-032:10	IRE:W2B-032:10	ICE	PopularWrit	h	writ.formal	written	speeding up the restoration of power	speed	up	speed up	speeding	the restoration of power	restoration	Continuous	4	21	nc	def	new	Nonconcrete	non-compositional	0.968992248	no	none	16	2548	13	0.809964959	0.005099033	8.316858725	3.594244267	0.010140406	139.9226281	0.299560282	7.614709844	V	CV	CV.VC	other	1	4	no	3
IE	PART10015	IRE:S1B-080:1	IRE:S1B-080:46	IRE:S1B-080:46	ICE	PublicDia	b	spok.formal	spoken	helping out the School of Nursing	help	out	help out	helping	the School of Nursing	School	Continuous	4	18	nc	def	given	Nonconcrete	non-compositional	2.702702703	no	none	313	2635	8	0.022931283	0.002730247	3.277962476	2.536832198	0.005427408	22.18909018	5.290018847	8.363587247	V	CV	CV.VC	other	1	2	no	1
IE	PART10016	IRE:S2A-056:2	IRE:S2A-056:4	IRE:S2A-056:4	ICE	UnscriptMono	c	spok.informal	spoken	break up the slightly frozen crystals	break	up	break up	break	the slightly frozen crystals	crystal	Continuous	4	25	nc	def	new	Concrete	non-compositional	0.911577028	no	Discontinuous	164	2548	8	0.046240071	0.002983319	4.258867002	2.680687062	0.005899705	32.44773182	4.357552005	8.315149562	V	CV	CV.VC	other	0	1	yes	1
IE	PART10017	IRE:S1A-081:1	IRE:S1A-081:77	IRE:S1A-081:77	ICE	PrivateDia	a	spok.informal	spoken	turn off the soup will you	turn	off	turn off	turn	the soup	soup	Continuous	2	7	nc	def	new	Concrete	compositional	6.730769231	no	none	352	766	4	0.010601368	0.004873665	3.890936369	1.865184	0.007155635	14.17311714	6.459431619	7.581200582	V	CV	CV.VC	other	0	1	yes	1
IE	PART10018	IRE:W2B-025:2	IRE:W2B-025:4	IRE:W2B-025:4	ICE	PopularWrit	h	writ.formal	written	summing up the wealth of information	sum	up	sum up	summing	the wealth of information	wealth	Continuous	4	22	nc	def	new	Nonconcrete	non-compositional	0.99009901	no	none	7	2548	6	0.854600839	0.002353786	8.394026586	2.442208226	0.004696673	65.94692438	0.222392421	8.730187062	V	CV	CV.VC	other	1	2	no	1
IE	PART10019	IRE:S2A-053:1	IRE:S2A-053:46	IRE:S2A-053:46	ICE	UnscriptMono	c	spok.informal	spoken	speed up the whole cracking process	speed	up	speed up	speed	the whole cracking process	process	Continuous	4	23	nc	def	new	Nonconcrete	non-compositional	0.919117647	no	Continuous	16	2548	13	0.809964959	0.005099033	8.316858725	3.594244267	0.010140406	139.9226281	0.299560282	7.614709844	V	CV	CV.VC	other	0	1	yes	1
IE	PART10020	IRE:S1B-015:1	IRE:S1B-015:105	IRE:S1B-015:105	ICE	PublicDia	b	spok.formal	spoken	take down the whole story so	take	down	take down	take	the whole story	story	Continuous	3	13	nc	def	new	Nonconcrete	non-compositional	1.736864959	no	none	1718	1148	14	0.007013059	0.010489164	2.827502244	3.214547661	0.009769714	31.03235652	6.939159399	6.357552005	C	CC	CC	CC	0	1	yes	1
IE	PART10021	IRE:W2D-004:1	IRE:W2D-004:36	IRE:W2D-004:36	ICE	InstructWrit	j	writ.formal	written	print off the work you do	print	off	print off	print	the work you do	work	Continuous	4	12	nc	def	new	Nonconcrete	compositional	30.97137494	no	none	17	766	1	0.058058516	0.001289471	6.262905146	0.986978	0.002554278	6.768036831	4.087462841	9.581200582	V	CV	CV.VC	other	0	1	yes	1
IE	PART10022	IRE:S1A-062:1	IRE:S1A-062:66	IRE:S1A-062:66	ICE	PrivateDia	a	spok.informal	spoken	bringing down this big huge telly	bring	down	bring down	bringing	this big huge telly	telly	Continuous	4	16	nc	def	new	Nonconcrete	compositional	1.028806584	no	none	501	1148	7	0.012830484	0.005602993	3.605349772	2.4283658	0.008489994	22.25575484	6.161311871	7.357552005	C	CC	CC	CC	1	1	no	0
IE	PART10023	IRE:W2F-018:1	IRE:W2F-018:144	IRE:W2F-018:144	ICE	CreativeWrit	l	writ.informal	written	offer up this most holy Rosary	offer	up	offer up	offer	this most holy Rosary	rosary	Continuous	4	18	nc	def	new	Concrete	non-compositional	0.903750565	no	none	216	2548	1	0.002082079	0.000176915	0.861531505	0.449632	0.000723589	0.296090847	7.754887502	11.31514956	V	CV	CV.VC	other	1	1	no	0
IE	PART10024	IRE:S1B-026:1	IRE:S1B-026:26	IRE:S1B-026:26	ICE	PublicDia	b	spok.formal	spoken	trot off this phrase peace dividend	trot	off	trot off	trot	this phrase peace dividend	phrase	Continuous	4	23	nc	def	new	Nonconcrete	non-compositional	1.819836215	no	none	2	766	1	0.499234998	0.001304482	9.350367987	0.998468	0.002604167	11.57890369	1	9.581200582	V	CV	CV.VC	other	0	0	yes	0
IE	PART10026	IRE:S1B-002:1	IRE:S1B-002:21	IRE:S1B-002:21	ICE	PublicDia	b	spok.formal	spoken	put in too much literary criticism	put	in	put in	put	too much literary criticism	criticism	Continuous	4	24	nc	indef	new	Nonconcrete	non-compositional	1.844167819	no	Discontinuous	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10027	IRE:S2A-013:1	IRE:S2A-013:4	IRE:S2A-013:4	ICE	UnscriptMono	c	spok.informal	spoken	picked up two All Ireland medals	pick	up	pick up	picked	two All Ireland medals	medals	Continuous	4	19	nc	indef	new	Nonconcrete	non-compositional	1.014713343	no	none	123	2548	55	0.444661165	0.021517384	7.455264215	7.3739391	0.041183077	489.3637841	1.161154792	5.533789849	V	CV	CV.VC	other	0	0	yes	0
IE	PART10028	IRE:S1B-068:1	IRE:S1B-068:5	IRE:S1B-068:5	ICE	PublicDia	b	spok.formal	spoken	draw up uhm a Revenue Act	draw	up	draw up	draw	uhm a Revenue Act	Act	Continuous	4	14	nc	indef	given	Nonconcrete	non-compositional	6.263982103	no	Continuous	156	2548	20	0.125676734	0.007712946	5.652944883	4.383254936	0.014792899	120.2597528	2.963474124	6.993221467	V	VV	VV	other	0	2	yes	2
IE	PART10029	IRE:S1A-026:1	IRE:S1A-026:30	IRE:S1A-026:30	ICE	PrivateDia	a	spok.informal	spoken	took down what I up there	take	down	take down	took	what I up there	what	Continuous	4	12	nc	def	given	Nonconcrete	compositional	17.58671226	no	none	1718	1148	14	0.007013059	0.010489164	2.827502244	3.214547661	0.009769714	31.03235652	6.939159399	6.357552005	C	CC	CC	CC	0	0	yes	0
IE	PART10030	IRE:S1A-004:1	IRE:S1A-004:67	IRE:S1A-004:67	ICE	PrivateDia	a	spok.informal	spoken	make out what she s saying	make	out	make out	make	what she s saying	what	Continuous	4	14	nc	def	new	Nonconcrete	non-compositional	7.978723404	no	none	2014	2635	6	0.00034484	0.000263735	0.177095856	0.282960973	0.0025812	0.087244286	8.390885467	8.778624746	V	CV	CV.VC	other	0	0	yes	0
IE	PART10031	IRE:W2F-018:1	IRE:W2F-018:113	IRE:W2F-018:113	ICE	CreativeWrit	l	writ.informal	written	throw out what you don't want	throw	out	throw out	throw	what you don't want	what	Continuous	4	15	nc	def	new	Nonconcrete	compositional	4.518752824	no	none	97	2635	10	0.100467529	0.003707837	5.289996575	3.081451424	0.007320644	54.89850042	3.277984747	8.041659152	V	VV	VV	other	0	0	yes	0
IE	PART10032	IRE:S1B-004:1	IRE:S1B-004:73	IRE:S1B-004:73	ICE	PublicDia	b	spok.formal	spoken	pick up where you left off	pick	up	pick up	pick	where you left off	where	Continuous	4	15	nc	def	new	Nonconcrete	non-compositional	1.798561151	no	none	123	2548	55	0.444661165	0.021517384	7.455264215	7.3739391	0.041183077	489.3637841	1.161154792	5.533789849	V	CV	CV.VC	other	0	0	yes	0
IE	PART10033	IRE:W2F-010:1	IRE:W2F-010:165	IRE:W2F-010:165	ICE	CreativeWrit	l	writ.informal	written	Take ye'r paws away	take	away	take away	Take	ye'r paws	paw	Discontinuous	2	7	nc	def	new	Concrete	compositional	2.255639098	no	none	1718	492	15	0.008253262	0.028783967	4.149430338	3.654739185	0.013574661	58.50459871	6.839623726	5.03562391	V	CV	CV.VC	other	1	0	no	-1
IE	PART10034	IRE:S2A-040:1	IRE:S2A-040:5	IRE:S2A-040:5	ICE	UnscriptMono	c	spok.informal	spoken	send in your bog standard CV	send	in	send in	send	your bog standard CV	CV	Continuous	4	17	nc	def	new	Nonconcrete	compositional	1.981178801	no	Continuous	231	19098	9	0.019867628	0.000244931	1.028610587	1.529454	0.000931243	3.751560546	4.68182404	11.05120894	V	CV	CV.VC	other	0	0	yes	0
IE	PART10035	IRE:S1B-062:1	IRE:S1B-062:70	IRE:S1B-062:70	ICE	PublicDia	b	spok.formal	spoken	carried out your uh second examination	carry	out	carry out	carried	your uh second examination	examination	Continuous	4	23	nc	def	new	Nonconcrete	non-compositional	3.387916431	no	Discontinuous	259	2635	158	0.607560968	0.059860782	7.854953783	12.51551109	0.109191431	1540.42639	0.71302754	4.059806498	V	CV	CV.VC	other	1	1	no	0
IE	PART10036	IRE:S1B-033:1	IRE:S1B-033:26	IRE:S1B-033:26	ICE	PublicDia	b	spok.formal	spoken	put a another person in	put	in	put in	put	a another person	person	Discontinuous	3	14	nc	indef	new	Concrete	non-compositional	5.668398677	no	none	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10037	IRE:W2B-022:3	IRE:W2B-022:23	IRE:W2B-022:23	ICE	PopularWrit	h	writ.formal	written	send a clear message back	send	back	send back	send	a clear message	message	Discontinuous	3	13	nc	indef	new	Nonconcrete	non-compositional	2.762430939	yes	none	231	1161	10	0.042138777	0.008392008	5.220595366	3.077468219	0.014367816	53.40748259	4.529820947	6.859224162	C	CC	CC	CC	0	0	yes	0
IE	PART10038	IRE:W2C-013:5	IRE:W2C-013:5	IRE:W2C-013:5	ICE	Reportage	i	writ.informal	written	rent out a complete "_" package	rent	out	rent out	rent	a complete "_" package	package	Continuous	3	17	nc	indef	new	Nonconcrete	non-compositional	1.797752809	yes	none	14	2635	3	0.211653677	0.001127491	6.345588901	1.710752356	0.002265006	21.14638577	2.222392421	9.778624746	V	CV	CV.VC	other	0	2	yes	2
IE	PART10040	IRE:S2B-009:1	IRE:S2B-009:12	IRE:S2B-009:12	ICE	ScriptedMono	d	spok.formal	spoken	carried out a controlled explosion	carry	out	carry out	carried	a controlled explosion	explosion	Continuous	3	20	nc	indef	new	Nonconcrete	non-compositional	0.991080278	no	none	259	2635	158	0.607560968	0.059860782	7.854953783	12.51551109	0.109191431	1540.42639	0.71302754	4.059806498	V	CV	CV.VC	other	1	1	no	0
IE	PART10041	IRE:S2A-054:1	IRE:S2A-054:2	IRE:S2A-054:2	ICE	UnscriptMono	c	spok.informal	spoken	take a deep breath in	take	in	take in	take	a deep breath	breath	Discontinuous	3	11	nc	indef	given	Nonconcrete	compositional	12.58917331	no	Discontinuous	1718	19098	33	0.000110572	0.0000101	0.008314425	0.03301139	0.003170638	0.001117208	5.702120202	9.176739823	V	CV	CV.VC	other	0	0	yes	0
IE	PART10042	IRE:W2C-018:3	IRE:W2C-018:24	IRE:W2C-018:24	ICE	Reportage	i	writ.informal	written	threw up a dramatic selection	throw	up	throw up	threw	a dramatic selection	selection	Continuous	3	18	nc	indef	new	Nonconcrete	non-compositional	1.823154057	no	none	97	2548	7	0.069623702	0.002657023	4.823861087	2.552335124	0.005293006	33.80598983	3.79255792	8.50779464	V	VV	VV	other	0	0	yes	0
IE	PART10043	IRE:S1A-067:1	IRE:S1A-067:134	IRE:S1A-067:134	ICE	PrivateDia	a	spok.informal	spoken	put out a few ads	put	out	put out	put	a few ads	ad	Continuous	3	7	nc	indef	new	Concrete	non-compositional	1.888574127	no	Discontinuous	940	2635	16	0.014399812	0.005145665	2.691464376	3.380775	0.008951049	32.91816602	5.876516947	7.363587247	V	CV	CV.VC	other	0	0	yes	0
IE	PART10044	IRE:S1A-077:1	IRE:S1A-077:118	IRE:S1A-077:118	ICE	PrivateDia	a	spok.informal	spoken	bringing in a few plants	bring	in	bring in	bringing	a few plants	plant	Continuous	3	10	nc	indef	new	Concrete	compositional	3.511852502	yes	Discontinuous	501	19098	42	0.064766783	0.001731247	2.134085257	5.004351124	0.004285933	61.63719326	3.57634937	8.82881652	V	CV	CV.VC	other	1	1	no	0
IE	PART10045	IRE:S2A-012:2	IRE:S2A-012:3	IRE:S2A-012:3	ICE	UnscriptMono	c	spok.informal	spoken	work out a good approach	work	out	work out	work	a good approach	approach	Continuous	3	13	nc	indef	new	Nonconcrete	non-compositional	0.946073794	no	Continuous	918	2635	74	0.078046669	0.027237262	4.935084345	8.321130366	0.041654939	370.8248042	3.632896978	5.154133881	V	CV	CV.VC	other	0	0	yes	0
IE	PART10046	IRE:S2B-014:1	IRE:S2B-014:12	IRE:S2B-014:12	ICE	ScriptedMono	d	spok.formal	spoken	put up a good display	put	up	put up	put	a good display	display	Continuous	3	12	nc	indef	new	Nonconcrete	non-compositional	0.989119683	no	none	940	2548	26	0.025135202	0.009287747	3.440341779	4.629297836	0.014908257	77.61216944	5.176077228	6.614709844	V	CV	CV.VC	other	0	0	yes	0
IE	PART10047	IRE:S2A-011:1	IRE:S2A-011:2	IRE:S2A-011:2	ICE	UnscriptMono	c	spok.informal	spoken	takes up a good position	take	up	take up	takes	a good position	position	Continuous	3	13	nc	indef	new	Nonconcrete	non-compositional	2.163331531	no	Discontinuous	1718	2548	44	0.023102867	0.01559017	3.329336305	5.973322052	0.020628223	125.3796093	5.287082703	5.855717944	V	CV	CV.VC	other	0	0	yes	0
IE	PART10048	IRE:S1A-066:1	IRE:S1A-066:217	IRE:S1A-066:217	ICE	PrivateDia	a	spok.informal	spoken	giving out a lot more	give	out	give out	giving	a lot more	more	Continuous	3	8	nc	indef	new	Nonconcrete	compositional	1.892147588	no	none	1354	2635	24	0.015110718	0.007774646	2.7499318	4.170707401	0.012033091	51.09893248	5.818049523	6.778624746	V	CV	CV.VC	other	1	1	no	0
IE	PART10049	IRE:S2B-013:1	IRE:S2B-013:7	IRE:S2B-013:7	ICE	ScriptedMono	d	spok.formal	spoken	set up a manufacturing base	set	up	set up	set	a manufacturing base	base	Continuous	3	18	nc	indef	new	Concrete	non-compositional	1.012145749	no	Continuous	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	0	yes	0
CA	PART1005	CAN:S2A-064:1	CAN:S2A-064:1:118	CAN:S2A-064:1:118:A	ICE	UnscriptMono	c	spok.informal	spoken	bring Mister Eto back	bring	back	bring back	bring	Mister Eto	Eto	Discontinuous	2	9	np	def	given	Concrete	compositional	23.90804598	yes	Discontinuous	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	0	yes	0
IE	PART10050	IRE:S1A-077:1	IRE:S1A-077:17	IRE:S1A-077:17	ICE	PrivateDia	a	spok.informal	spoken	brought out a new one	bring	out	bring out	brought	a new one	one	Continuous	3	7	nc	indef	given	Concrete	non-compositional	31.60667252	no	none	501	2635	10	0.017333764	0.003302769	2.921242624	2.744814318	0.006377551	23.31766257	5.646738698	8.041659152	V	CV	CV.VC	other	0	0	yes	0
IE	PART10051	IRE:W2F-009:1	IRE:W2F-009:106	IRE:W2F-009:106	ICE	CreativeWrit	l	writ.informal	written	put a new one in	put	in	put in	put	a new one	one	Discontinuous	3	7	nc	indef	given	Concrete	compositional	7.109004739	yes	none	940	19098	96	0.083107781	0.004166272	2.418880181	7.965728396	0.009581795	172.9462033	3.291554446	7.636171442	V	CV	CV.VC	other	0	0	yes	0
IE	PART10052	IRE:S2A-027:1	IRE:S2A-027:6	IRE:S2A-027:6	ICE	UnscriptMono	c	spok.informal	spoken	drawing up a partnership agreement	draw	up	draw up	drawing	a partnership agreement	agreement	Continuous	3	21	nc	indef	new	Nonconcrete	non-compositional	8.783487044	no	Continuous	156	2548	20	0.125676734	0.007712946	5.652944883	4.383254936	0.014792899	120.2597528	2.963474124	6.993221467	V	CV	CV.VC	other	1	1	no	0
IE	PART10053	IRE:W2D-002:2	IRE:W2D-002:23	IRE:W2D-002:23	ICE	InstructWrit	j	writ.formal	written	set up a safety committee	set	up	set up	set	a safety committee	committee	Continuous	3	16	nc	indef	new	Nonconcrete	non-compositional	0.784313725	no	none	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	0	yes	0
IE	PART10054	IRE:S2A-027:1	IRE:S2A-027:6	IRE:S2A-027:6	ICE	UnscriptMono	c	spok.informal	spoken	draw up a separate deed	draw	up	draw up	draw	a separate deed	deed	Continuous	3	13	nc	indef	new	Nonconcrete	non-compositional	0.878348704	no	Continuous	156	2548	20	0.125676734	0.007712946	5.652944883	4.383254936	0.014792899	120.2597528	2.963474124	6.993221467	V	VV	VV	other	0	0	yes	0
IE	PART10055	IRE:S1A-057:1	IRE:S1A-057:64	IRE:S1A-057:64	ICE	PrivateDia	a	spok.informal	spoken	make out a shopping list	make	out	make out	make	a shopping list	list	Continuous	3	13	nc	indef	given	Nonconcrete	non-compositional	7.092198582	no	none	2014	2635	6	0.00034484	0.000263735	0.177095856	0.282960973	0.0025812	0.087244286	8.390885467	8.778624746	V	CV	CV.VC	other	0	0	yes	0
IE	PART10056	IRE:S2B-010:1	IRE:S2B-010:34	IRE:S2B-010:34	ICE	ScriptedMono	d	spok.formal	spoken	carrying out a spot check	carry	out	carry out	carrying	a spot check	check	Continuous	3	10	nc	indef	new	Nonconcrete	non-compositional	2.004008016	no	Continuous	259	2635	158	0.607560968	0.059860782	7.854953783	12.51551109	0.109191431	1540.42639	0.71302754	4.059806498	V	CV	CV.VC	other	2	2	no	0
IE	PART10057	IRE:W2A-040:2	IRE:W2A-040:51	IRE:W2A-040:51	ICE	AcademicWrit	g	writ.formal	written	carrying out a structural analysis	carry	out	carry out	carrying	a structural analysis	analysis	Continuous	3	19	nc	indef	given	Nonconcrete	non-compositional	6.876227898	no	none	259	2635	158	0.607560968	0.059860782	7.854953783	12.51551109	0.109191431	1540.42639	0.71302754	4.059806498	V	CV	CV.VC	other	2	2	no	0
IE	PART10059	IRE:W2C-013:2	IRE:W2C-013:17	IRE:W2C-013:17	ICE	Reportage	i	writ.informal	written	set up a trust fund	set	up	set up	set	a trust fund	fund	Continuous	3	10	nc	indef	new	Nonconcrete	non-compositional	0.898876404	no	none	403	2548	104	0.255619531	0.040516563	6.662222697	10.09734869	0.070484581	787.7812916	1.95419631	4.614709844	V	CV	CV.VC	other	0	0	yes	0
CA	PART1006	CAN:W2D-014:1	CAN:W2D-014:1:64	CAN:W2D-014:1:64	ICE	InstructWrit	j	writ.formal	written	bring the dog back	bring	back	bring back	bring	the dog	dog	Discontinuous	2	6	nc	def	given	Nonconcrete	compositional	25.99814299	yes	none	454	915	12	0.025528308	0.012672349	4.85235465	3.344183077	0.017531045	57.99823978	5.241585987	6.252665432	C	CC	CC	CC	0	1	yes	1
IE	PART10060	IRE:S2B-025:1	IRE:S2B-025:9	IRE:S2B-025:9	ICE	ScriptedMono	d	spok.formal	spoken	hold up a united Ireland	hold	up	hold up	hold	a united Ireland	Ireland	Continuous	3	14	np	indef	given	Nonconcrete	non-compositional	7.759456838	no	Continuous	352	2548	16	0.042921654	0.005942577	4.156987388	3.775776	0.011034483	62.74788192	4.459431619	7.315149562	V	CV	CV.VC	other	0	0	yes	0
IE	PART10061	IRE:S2A-003:2	IRE:S2A-003:48	IRE:S2A-003:48	ICE	UnscriptMono	c	spok.informal	spoken	putting down a well-directed tap	put	down	put down	putting	a well-directed tap	tap	Continuous	3	16	nc	indef	new	Concrete	non-compositional	0.942063118	yes	Discontinuous	940	1148	19	0.019082704	0.015628464	4.13807221	4.111331837	0.018199234	73.77943379	5.628589433	5.916979413	C	CC	CC	CC	1	1	no	0
